Text,Category,label
nigeria pdp fixes national convention for october nigerias opposition peoples democratic party pdp has submitted a tentative date of october st for its national convention the,politics,0
apc chair adamu pledges to work hard for tinubu northern governors visit flagbearer the national working committee nwc of the all progressives congress apc led by the national chairman senator abdullahi adamu visited,politics,0
europa league chukwueze seals top spot for villarreal ndidi back from injury samuel chukwueze grabbed maximum points for villarreal on thursday against turkish club sivasspor to lead the yellow submarines on,sports,1
super eagles manager rohr confident of qatar before gernot rohr was appointed head coach of nigeria the team were at a low ebb having failed to qualify,sports,1
nlc falana back peter obi as labour partys presidential candidate the nigeria labour congress nlc and senior advocate of nigeria mr femi falana have thrown their weight behind the emergence,politics,0
tottenham confirms ryan mason as interim head coach with julian nagelsmann targeted as mourinhos successor ryan mason will lead boyhood club tottenham out at wembley on sunday after being named interim head coach until the,sports,1
tokyo olympics japan holds gymnastics test event with fans tokyo has hosted its first international sporting event since the coronavirus pandemic seen as a major trial ahead of next,sports,1
gowon destroyed nigerias federal structure says firebrand lawyer farotimi a former nigerian head of state general yakubu gowon rtd has been accused of destroying the countrys federal system of,politics,0
aston villa shock liverpool in demolition ollie watkins scored a firsthalf hattrick and jack grealish had a hand in five goals as aston villa deservedly stunned,sports,1
buhari backs direct party primaries says house speaker gbajabiamila governors lobbying president muhammadu buhari not to assent to the electoral act amendment bill may have lost out in the,politics,0
buharis supporters considering former president jonathan to succeed him in a major political development fuelled by power intrigues and permutations president muhammadu buharis supporters are considering backing former president,politics,0
tokyo olympics algerian judoka withdraws over potential meeting with israeli algerian judoka fethi nourine has withdrawn from tokyo after the draw set him on course for a potential meeting,sports,1
champions league final havertz kante key in chelsea victory against man city every manchester city fan i spoke to outside the ground in porto after their defeat in the champions league final,sports,1
nigeria see the presidential aspirants recommended by apc screening panel the john odigieoyegun panel that screened the apcs presidential aspirants has recommended aspirants to the party the recommended,politics,0
mali beat tunisia amid controversy as referee blows for fulltime early mali and tunisias africa cup of nations game finished in chaos after the referee first signalled for fulltime on,sports,1
lewandowski breaks scoring record in last minute of season bayern munichs robert lewandowski scored in the last minute of the season to break gerd mullers year record of bundesliga,sports,1
f hamilton gracious in title defeat as mercedes lodge protests lewis hamilton was gracious in defeat after red bull rival max verstappen ended the britons quest for an unprecedented eighth,sports,1
nigeria pdp governors restate case for decentralised police amidst the worsening insecurity in the country governors elected on the platform of the peoples democratic party pdp on wednesday,politics,0
nigeria jonathans rumoured ambition poses no threat say osinbajo tinubus support groups the support groups of vice president yemi osinbajo and the national leader of the all progressives congress apc senator bola,politics,0
david alabas move to real madrid in doubt as defenders father denies agreement with los blancos david alabas father george alaba has thrown a spanner into the works by suggesting that barcelona are still in the mix and that,sports,1
gattuso quits as fiorentina boss after days in charge gennaro gattuso has quit his role as manager of fiorentina after just days at the helm the yearold world,sports,1
pvcs will be ready from october says inec warns voters their cards are their meal tickets okoye stated that it would be useless for people to register and fail to receive their pvcs adding that without,politics,0
germany suffer shock world cup qualifier loss to north macedonia north macedonia scored an thminute winner through eljif elmas to stun hosts germany in their world cup group j,sports,1
liverpool look to overturn deficit to real madrid at anfield real madrid arrive at anfield for the second leg of their champions league quarterfinal against liverpool in high spirits after,sports,1
tinubu im still searching for running mate despite forwarding to the independent national electoral commission ienc last week the name of ibrahim kabir masari from katsina state,politics,0
man city begins title defence at tottenham man utd host leeds liverpool visit norwich on premier league premier league champions manchester city get their title defence underway at tottenham hotspur when the new season kicks off,sports,1
onyekwere makes history wins first commonwealth discus gold for nigeria onyekewere threw m in her fourth attempt to take the lead from the home girl jade lally who led,sports,1
officials in tokyo alarmed as covid cases hit record highs japanese officials sounded the alarm thursday after tokyo reported recordbreaking coronavirus cases for two straight days with the olympics well,sports,1
putin rejects trumps criticism of biden family business russian president vladimir putin said on sunday that he saw nothing criminal in hunter bidens past business ties with ukraine,politics,0
sevenstar falconets wallop cars u girls make return leg a formality twotime runnersup of the fifa u womens world cup nigerias falconets fired from all cylinders as they hit the u,sports,1
inec explains why lawan akpabios nominations rejected inec has said it refused to publish the names of dr ahmad lawan and senator godswill akpabio both of the,politics,0
tenman world champions france held to disappointing draw by bosnia world champions france were held to a disappointing home draw by bosnia and herzegovina after playing almost half the,sports,1
man utd on brink of appointing ajax boss erik ten hag as new manager ajax boss erik ten hag is on the brink of being confirmed as manchester uniteds new manager united say no,sports,1
psg v istanbul basaksehir abandoned amid racist allegations paris stgermains game against istanbul basaksehir will resume on wednesday after it was abandoned on tuesday with a match official,sports,1
djokovic likely to skip australian open over vaccine mandate says father novak djokovic is unlikely to play at the australian open if rules on covid vaccinations are not relaxed the world,sports,1
gabriel own goal hands southampton win over fa cup holders arsenal arsenals defence of the fa cup is over after southampton defeated the holders to knock them out in the,sports,1
nigerias parliament okays autonomy for local governments state legislature judiciary members of nigerias national assembly on tuesday voted on the report of its joint committee on the review of the,politics,0
nigeria sb morgen predicts victory for pdp in ekiti guber election apc in osun sb morgen intelligence a geopolitical research firm has predicted that the peoples democratic party pdp will win the governorship election,politics,0
nigeria twitter ban will spur homegrown alternative social media applications apc says nigerias ruling all progressives congress apc says twitters suspension will serve as a positive trigger to unleash the creative potentials,politics,0
premier league condemns plan for bn european super league as uefa vows to stop cynical project fifteen of europes biggest clubs are in talks to launch a european super league planned to start in time for,sports,1
buhari fg may pardon ken sarowiwa others the killing of ogoni activist and renowned playwright ken sarowiwa and eight others ogoni in november during the,politics,0
nigeria buhari has a choice between war and dialogue igbo sociocultural group says in nigeria pan yoruba sociopolitical group afenifere and the apex igbo sociopolitical organisation ohanaeze ndigbo in reacting to president muhammadu,politics,0
nigeria ex president jonathan meets apc chairman adamu hours after group buys presidential nomination forms for him nigerias former president dr goodluck jonathan on monday met with national chairman of the all progressives congress apc senator abdullahi,politics,0
euro bale shines as wales defeat turkey wales captain gareth bale set up aaron ramsey and connor roberts to score for a victory over turkey in,sports,1
arthur nzeribe founder of infamous association for better nigeria is dead senator arthur nzeribe infamous for the association for better nigeria abn the mastermind of june annulment is dead he,politics,0
nigerias parliament transmits appropriation bill to buhari president muhammadu buhari has received the appropriation bill passed by the two chambers of the national assembly last week,politics,0
nigeria lawmakers against fgs borrowing to finance budget deficit the house of representatives has expressed displeasure over the way some government agencies conceal their revenues thereby denying the federal,politics,0
chelseas mendy in speedy reunion with former club rennes chelsea boss frank lampard said on tuesday that lowmaintenance goalkeeper edouard mendy can get even better despite keeping five consecutive,sports,1
ladan bosso expected to return as flying eagles boss coach ladan bosso is a favourite for the flying eagles job with sources suggesting hell be reengaged by the nigeria,sports,1
biden cancels funding for trump border wall us president joe biden has rescinded the national emergency order used to fund donald trumps border wall in a letter,politics,0
manchester united lining up m pedro neto move reports suggest manchester united are preparing a million swoop for wolverhampton wanderers star pedro neto english tabloid the sun,sports,1
nigeria pdp national vice chairmen ask secondus to resign the crisis rocking nigerias opposition peoples democratic party pdp has deepened with four national vice chairmen of the party calling,politics,0
english football announces social media boycott to fight racism english football will unite for a social media boycott to highlight the ongoing fight against online abuse and discrimination of,sports,1
buhari making grazing routes and reserves conditions for peace benue governor ortom claims benue state governor samuel ortom has said the dispositions of president muhammadu buhari were beginning to confirm insinuations that he,politics,0
interim haitian prime minister claude joseph to step down haitis acting prime minister claude joseph whose leadership of the nation has been disputed since the july assassination of,politics,0
golden eaglets lose wafu u cup to cote divoire nigerias u boys came close to a stunning comeback from three goals down before losing to their ivorian counterparts,sports,1
nadal wins th french open title nd grand slam becomes oldest champ in tourney history rafael nadal overwhelmed casper ruud in straight sets sunday to win his th french open championship and nd grand slam,sports,1
czechs stun man netherlands breeze into euro quarterfinals czech republic produced an impressive victory over netherlands to make the euro quarterfinals on sunday tomas holes and,sports,1
yellow submarines sink red devils villarreal win europa final with shootout win over man united villarreal beat manchester united in an epic penalty shootout in the europa league final in poland on wednesday night after,sports,1
nigeria apc postpones screening of presidential aspirants earlier scheduled to hold may nigerias ruling all progressives congress has postponed the screening of presidential aspirants initially scheduled for monday may till further,politics,0
algeria names new prime minister as economic anxieties persist algerian finance minister ayman benabderrahmane was named prime minister wednesday the presidency said following legislative elections earlier this month and,politics,0
rashford winner helps man united beat psg marcus rashford repeated his late heroics against paris stgermain with a superb winner as manchester united marked their return to,sports,1
tokyo oburududu claims silver becomes nigerias first olympics wrestling medallist united states tamyra mensahstock won gold in the womens freestyle kg wrestling final defeating nigerias blessing oborududu by a score,sports,1
spurs announce expected m loss in covid year tottenham have suffered a loss of million as chairman daniel levy has admitted the club face challenging times in the,sports,1
nigeria security beefed up at national assembly over legislative aides planned protest the management of nigerias national assembly on monday beefed up security in and around the three arms zone in abuja,politics,0
in preparation for transition ekiti governor fayemi sacks all political aides those affected are his special assistants technical assistants executive assistants and senior special assistants he appointed upon assumption of office,politics,0
psg rejects m kylian mbappe offer from real madrid espn paris saintgermain has immediately rejected a million offer from real madrid to sign kylian mbappe espn reports real madrid,sports,1
nigeria why opposition pdp may lose all southern states if it zones presidency to north there is a high possibility that the main opposition peoples democratic party pdp might pick its presidential candidate for the,politics,0
wonderkid ansu fati signs new longterm barcelona contract with m buyout clause ansu fati has signed a new longterm contract at barcelona which includes a million mm buyout clause fati who,sports,1
southampton top premier league for first time after newcastle win southampton manager ralph hasenhuttl told his side to believe anything is possible after they went top of the premier league,sports,1
chelsea given mount injury scare ahead of champions league semifinal with madrid mason mount has given chelsea a scare after suffering a back injury ahead of their champions league semifinal second leg,sports,1
fullstrength super eagles in lively session in tangier morocco all players invited by head coach gernot rohr have arrived in tangier morocco and trained on thursday ahead of,sports,1
wolves announce bruno lage as new manager wolverhampton wanderers football club have appointed former benfica boss bruno lage as their new manager lage was previously assistant to carlos,sports,1
aubameyang sleeps on airport floor in gambia arsenal star pierreemerick aubameyang and his gabon team mates were forced to spend the night sleeping on the airport floor,sports,1
liverpool leap to fifth place with comfortable win at arsenal liverpool climbed to fifth place in the premier league with a victory at arsenal on saturday diogo jota scored,sports,1
wcq maguire scores late as england beat poland mantain perfect record in group i harry maguire smashed home a late winner as england laboured to a victory over poland in world cup qualifying,sports,1
real beat inter in fivegoal thriller rodrygos late strike gave real madrid victory over inter milan their first champions league win of the season real,sports,1
mason greenwood arrested on suspicion of rape suspended by man united manchester united ace mason greenwood has been arrested on suspicion of rape and assault greater manchester police confirmed the yearold,sports,1
you were a student when nigerias north and south agreed on rotation ohanaeze slams kogi governor bello the apex igbo sociocultural organisation ohanaeze ndigbo has slammed kogi state governor yahaya bello over his recent comment on rotational,politics,0
liar tinubu says atiku offered him vp ticket in atiku dares tinubu to appear for tv interview atiku earlier said he rejected tinubu as his running mate in because of his aversion to a muslimmuslim ticketread more,politics,0
nigeria qualifies for africa cup of nations with one game to spare nigerias super eagles have qualified for the africa cup of nations after lesotho and sierra leone drew in group l,sports,1
napoli owner we wont sign african players unless they agree afcon waiver the italian film producer also said he did not support the breakaway european super league which folded less than,sports,1
afcon rohrs fate in the balance as seagles seek redemption in freetown as nigerias super eagles line up against the leone stars of sierra leone inside the siaka stephen stadium in freetown,sports,1
ndidi oshoala osimhen win at nigerian sports awards super eagles and leicester city fc midfielder wilfred ndidi and super falcons and fc barcelona femeni forward asisat oshoala emerged,sports,1
real madrid beat barcelona to take la liga lead over atletico real madrid beat rivals barcelona at home in an entertaining rainsoaked clasico on saturday to go top of la,sports,1
super eagles host lesotho tuesday first competitive game in lagos in years when nigerias super eagles host lesothos crocodiles at the teslim balogun stadium in lagos on tuesday it will be the,sports,1
ahmed musa plays down sheffield wednesday links wants top flight football super eagles captain ahmed musa has played down reports linking him with a move to english championship club sheffield wednesday,sports,1
ghana to play switzerland in uae preworld cup friendly the gfa says it will serve as perfect preparation ahead of their world cup group h opener against portugalread more,sports,1
new york governor cuomo says storm wont stop his planned resignation new york gov andrew cuomo spent his secondtolast day in office projecting an image that he is still in control,politics,0
ethiopians set to vote in crunch polls amid conflict and apathy after some consideration shimelis yohannes decided to register to vote in ethiopias delayed general elections due to be held on,politics,0
sudan coup attempt pm hamdok arrested internet down flights suspended military forces detained a number of senior sudanese government figures on monday the countrys information ministry said as the countrys,politics,0
exvp atiku says zoning the presidency not the solution to nigerias problems atiku abubakar former vicepresident says nigerias president can come from any part of the country abubakar spoke on thursday at,politics,0
nigeria nothing will bring me back to partisan politics obasanjo tells pdp leaders former president olusegun obasanjo on saturday restated his vow not to return to partisan politics obasanjo made this known,politics,0
champions league messi scores twice including panenka in psg comeback win lionel messi scored twice as paris stgermain came from behind to beat rb leipzig in the champions league kylian mbappe,sports,1
afcon iheanacho stunner lifts super eagles over egypts pharaohs the biggest match of the africa cup of nations so far saw nigeria emerge victorious over egypt in group d the second,sports,1
abramovich will receive bids for chelsea this week after facing pressure to step aside for being putin ally chelsea owner roman abramovich will receive bids for the club this week amid mounting pressure for the billionaire to step aside after,sports,1
prochina candidates sweep patriotsonly hong kong vote amid low turnout probeijing candidates swept to victory in an overhauled patriotsonly legislative election in hong kong that was deemed regressive by critics,politics,0
afdb president adesina meets mamman daura intensifies lobby of buharis circle the president of the african development bank afdb dr akinwumi adesina who is among the presidential aspirants that submitted,politics,0
nine apc presidential aspirants set to step down for senate president lawan says orji kalu the chief whip of the senate senator orji uzor kalu on saturday disclosed that nine presidential aspirants of the ruling,politics,0
world cup qatar wont lift stadium alcohol ban qatars world cup stadiums are set to be alcoholfree with beer sales outside arenas only allowed before and after some,sports,1
us election georgia to hold vote recount georgia secretary of state brad raffensberger has announced that the states presidential contest will go to a recount joe biden,politics,0
zidane almost certain to leave real madrid at seasons end raul allegri in line to replace him the uks daily mail is reporting that zinedine zidane will almost certainly leave real madrid at the end of this season,sports,1
leicester boss rodgers laments ndidis long injury spell leicester city manager brendan rodgers is yet to come to terms with the recent groin injury that will keep super,sports,1
barret hearing republicans democrats spar in tense us supreme court hearing the us senate judiciary committee has opened its fourday confirmation hearing for president donald trumps supreme court nominee amy coney,politics,0
sundays chelseaman city match to go ahead after guardiolas squad return to training chelseas premier league game against manchester city on sunday looks set to go ahead after city confirmed they are to,sports,1
oyo apc resolves crisis vows to unseat makinde by kemi olaitan prominent chieftains of the all progressives congress apc in oyo state yesterday met in ibadan the state,politics,0
ghana made to wait for afcon spot after losing to sudan ghana will have to wait for the final matches to ensure qualification for the africa cup of nations after sudan,sports,1
hong kong probes booing of china anthem at olympic broadcast in shopping mall hong kong police say they have begun an investigation into the booing of chinas national anthem in a shopping mall,sports,1
opposition sidelined as benin republic votes in presidential election voters in benin are set to cast their ballots in a presidential election on sunday days after violent demonstrations broke,politics,0
humanity at its worst man united star rashford racially abused manchester united forward marcus rashford says the racial abuse he received online after the draw at arsenal was humanity,sports,1
nigeria mohammed son of late military dictator sani abacha emerges kano pdp gubernatorial candidate mohammed abacha a son of the late nigerian military leader sani abacha has emerged winner of the peoples democratic party,politics,0
morocco super falcons plot win against botswana as injured oshoala returns to spain nigerias super falcons say they are ready to rekindle their campaign for fifa world cup ticket and the tournament trophy,sports,1
uefa slashes champions league prize money after m loss champions league and europa league prize money will be cut over the next five seasons as europes soccer governing body,sports,1
arsenal lose to everton after fans protest super league involvement arsenal fell at home to everton in the premier league on friday the match however was overshadowed by what,sports,1
trump rules out forming new political party hints at presidential run in exus president donald trump says he has no plans to launch a new political party telling a conservative conference in,politics,0
nigeria southwest apc presidential aspirants agree next president should come from region southwest apc presidential aspirants and leaders met in lagos on friday and reached an agreement to ensure that the region,politics,0
ogunbote unveiled as sunshine stars technical adviser one of the most experienced coaches in the nigeria professional football league npfl gbenga ogunbote yesterday returned to sunshine stars,sports,1
nigeria outrage over apcs indecision on zoning of presidency condemnations have trailed the claim by the ruling all progressives congress apc on friday that it had not decided on,politics,0
west ham bundle man united out of efl cup west ham gained revenge for sundays premier league defeat against manchester united by knocking their hosts out of the carabao,sports,1
ivory coast president ouattara says recently acquitted laurent gbagbo can return the ivorian president alassane ouattara says former leader laurent gbagbo and his righthand man charles ble goude are free to,politics,0
japans struggling prime minister suga steps down sets stage for new leader japanese prime minister yoshihide suga said on friday he would step down setting the stage for a new premier after,politics,0
match abandoned in france as payet throws bottle back into crowd after being hit dimitri payet was hit by a bottle and threw it back into the crowd before fans stormed the pitch causing,sports,1
lukaku and hazard to miss nations league playoff due to muscle overloads belgium pair romelu lukaku and eden hazard will miss the nations league thirdplaced playoff with italy because of muscle overloads,sports,1
nigeria incumbent akeredolu takes early lead in ondo governorship election residents in nigerias ondo state went to the polls on saturday to decide who will be their next governor and,politics,0
djokovic wins record th australian open claims th grand slam novak djokovic continued his dominance in melbourne park after sealing his third consecutive australian open title by overwhelming an irritated daniil medvedev to win a,sports,1
atedo peterside hits out at nigerias agf malami says stance on open grazing hypocritical atedo peterside president and founder anap foundation has hit out at the nigerian minister of justice and attorneygeneral of the,politics,0
klopp says van dijks injury not good liverpool defender virgil van dijks knee injury is not good says the champions manager jurgen klopp van dijk was hurt,sports,1
nigeria expresident jonathan gives conditions to join presidential race as apc extends sale of forms to may fresh facts have emerged from the recent meeting in abuja between the former president dr goodluck jonathan and national chairman,politics,0
messi brace keeps barcelona title hopes alive with big comeback win over valencia barcelona rode a trio of secondhalf goals to a win over valencia in la liga on sunday night to,sports,1
leicester liverpool champions fall apart again as alisson howler gifts foxes victory liverpools woeful run of form hit a new low as they capitulated late on to hand leicester a victory,sports,1
stoke city boss hails excellent mikel stoke city manager michael oneill has showered praises on john obi mikel for his performance in their victory over,sports,1
celebrations in chile as voters back rewriting constitution tens of thousands of chileans have taken to santiagos main square in celebration after people across the country overwhelmingly backed,politics,0
newlyelected us lawmaker dies from covid a recently elected us lawmaker has died from covid the first member of the us congress to die from,politics,0
crisis entrepreneurs wont be dignified nigerias southwest governors tackle senate president governors of nigerias southwestern states on monday took on the senate president dr ahmad lawan over his attack on them,politics,0
leader brother friend you truly belong to everybody and nobody tinubu tells buhari the presidential candidate of the all progressives congress apc senator bola tinubu has hailed nigeria president muhammadu buhari for what,politics,0
djokovic wins th wimbledon in a row st grand slam serbian novak djokovic has won the wimbledon final against larger than life character nick kyrgiosread more,sports,1
aubameyang stripped of arsenal captaincy as arteta punishes disciplinary breach pierreemerick aubameyang has been stripped of the arsenal captaincy and will not be selected for wednesdays match against west ham,sports,1
nigeria nnpps kwankwaso confirms possibility of collaboration with obis labour party the presidential candidate of the new nigeria peoples party nnpp senator rabiu kwankwaso on saturday confirmed ongoing talks for a,politics,0
nigeria contenders to watch for apc national chairman with the february date confirmed for the muchawaited national convention of the all progressives congress apc the battle for,politics,0
trump maintains grip on republican party despite violent insurrection as a raging band of his supporters scaled walls smashed windows used flagpoles to beat police and breached the us,politics,0
